timestamp,station_id,zone,lat,lon,elevation_m,rainfall_mm,disp_inc_mm,strain_inc_micro,pore_kpa,vibration,blast_flag,sensor_status,cumulative_disp_mm,disp_rate_6h,strain_6h,pore_6h,vib_6h,risk_score_raw,risk_score_norm,risk_label,event_prob,rockfall_event
2025-09-01 13:00:00,STN-01,Bench-1,34.02931,74.820958,1035,1.04,0.01083,0.0021342,118.583,0.58113,0,OK,0.30511,0.03251666667,0.003435783333,120.639,0.44397,3.069844152,0.1908,LOW,0.02676552738,0
2025-09-01 14:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.09,0.01469,0.0051102,123.957,0.59823,0,OK,0.3198,0.03236666667,0.003793183333,121.1063333,0.4449416667,3.149411076,0.1994,LOW,0.02797194004,0
2025-09-01 15:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.35,0.01622,0.0030405,128.318,0.41246,0,OK,0.33602,0.03240166667,0.003491633333,121.8966667,0.4225183333,3.090208318,0.193,LOW,0.02707414457,0
2025-09-01 16:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.78,0.01246,0.0063412,120.981,0.56346,0,OK,0.34848,0.01547833333,0.00384525,121.4458333,0.4620766667,3.107827061,0.1949,LOW,0.0273406776,0
2025-09-01 17:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.01,0.02202,0.0025596,129.85,0.74296,0,OK,0.3705,0.01647,0.003653166667,123.1568333,0.5571383333,3.360445955,0.2222,LOW,0.03117033639,0
2025-09-01 18:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.73,0.01139,0.0036844,124.815,0.32697,0,OK,0.38189,0.01460166667,0.003811683333,124.4173333,0.537535,3.390727076,0.2255,LOW,0.03163326218,0
2025-09-01 19:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.14,0.01213,0.0030027,127.68,0.16048,0,OK,0.39402,0.01481833333,0.003956433333,125.9335,0.4674266667,3.336876242,0.2197,LOW,0.03081963504,0
2025-09-01 20:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.58,0.0062,0.0042024,120.918,0.29368,0,OK,0.40022,0.01340333333,0.003805133333,125.427,0.4166683333,3.174563015,0.2021,LOW,0.0283506975,0
2025-09-01 21:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.51,0.02152,0.0043553,129.454,0.3221,0,OK,0.42174,0.01428666667,0.004024266667,125.6163333,0.4016083333,3.191904409,0.204,LOW,0.02861723053,0
2025-09-01 22:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.34,0.01704,0.0026955,123.376,0.64869,0,OK,0.43878,0.01505,0.00341665,126.0155,0.4158133333,3.147240182,0.1992,LOW,0.02794388393,0
2025-09-01 23:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.37,0.02012,0.0040796,122.033,0.48618,0,OK,0.4589,0.01473333333,0.003669983333,124.7126667,0.3730166667,3.036780818,0.1873,LOW,0.02627454548,0
2025-09-02 0:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.31,0.00992,0.0038337,110.394,0.57122,0,OK,0.46882,0.01448833333,0.003694866667,122.3091667,0.413725,3.015529652,0.185,LOW,0.02595190024,0
2025-09-02 1:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-1.44,0.01167,0.0054857,124.544,0.52125,0,OK,0.48049,0.01441166667,0.0041087,121.7865,0.4738533333,3.183794909,0.2031,LOW,0.02849097804,0
2025-09-02 2:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.26,0.01637,0.0042908,126.14,0.53393,0,OK,0.49686,0.01610666667,0.004123433333,122.6568333,0.513895,3.319970348,0.2178,LOW,0.03055310201,0
2025-09-02 3:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.63,0.01503,0.0036414,130.351,0.36209,0,OK,0.51189,0.015025,0.00400445,122.8063333,0.52056,3.31523497,0.2173,LOW,0.03048296174,0
2025-09-02 4:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.88,0.0164,0.0036562,128.308,0.69783,0,OK,0.52829,0.01491833333,0.004164566667,123.6283333,0.52875,3.394776273,0.2259,LOW,0.0316893744,0
2025-09-02 5:00:00,STN-01,Bench-1,34.02931,74.820958,1035,1.59,0.01889,0.0050829,122.361,0.20654,0,OK,0.54718,0.01471333333,0.004331783333,123.683,0.4821433333,3.324911788,0.2184,LOW,0.03063727033,0
2025-09-02 6:00:00,STN-01,Bench-1,34.02931,74.820958,1035,1.66,0.01933,0.0051415,124.121,0.41154,0,OK,0.56651,0.01628166667,0.00454975,125.9708333,0.45553,3.417300879,0.2284,LOW,0.03204007575,0
2025-09-02 7:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.41,0.00894,0.0028237,127.472,0.38291,0,OK,0.57545,0.01582666667,0.004106083333,126.4588333,0.4324733333,3.31734703,0.2176,LOW,0.0305250459,1
2025-09-02 8:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.89,0.01192,0.0033372,132.041,0.48147,0,OK,0.58737,0.015085,0.00394715,127.4423333,0.42373,3.313811242,0.2172,LOW,0.03046893368,0
2025-09-02 9:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.03,0.01527,0.0040484,122.819,0.63998,0,OK,0.60264,0.015125,0.004014983333,126.187,0.470045,3.36510547,0.2227,LOW,0.03124047666,0
2025-09-02 10:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.08,0.01552,0.0035697,118.292,0.51896,0,OK,0.61816,0.01497833333,0.004000566667,124.5176667,0.4402333333,3.223435515,0.2074,LOW,0.02909418437,0
2025-09-02 11:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.23,0.01983,0.0055248,116.058,0.43603,0,OK,0.63799,0.015135,0.004074216667,123.4671667,0.4784816667,3.268731015,0.2123,LOW,0.02978155903,0
2025-09-02 12:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.14,0.01562,0.0047796,123.083,0.33788,0,OK,0.65361,0.01451666667,0.0040139,123.2941667,0.466205,3.221725712,0.2072,LOW,0.02906612826,0
2025-09-02 13:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.61,0.01219,0.0043162,121.801,0.47453,0,OK,0.6658,0.01505833333,0.00426265,122.349,0.481475,3.253880591,0.2107,LOW,0.02955711016,0
2025-09-02 14:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.25,0.00806,0.004732,123.718,0.39125,0,OK,0.67386,0.014415,0.004495116667,120.9618333,0.4664383333,3.192585227,0.2041,LOW,0.02863125859,0
2025-09-02 15:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.81,0.01143,0.0049476,122.856,0.22403,0,OK,0.68529,0.013775,0.004644983333,120.968,0.3971133333,3.067421697,0.1906,LOW,0.02673747127,0
2025-09-02 16:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.31,0.01896,0.0050626,129.164,0.15794,0,OK,0.70425,0.01434833333,0.0048938,122.78,0.3369433333,3.066679,0.1905,LOW,0.02672344322,0
2025-09-02 17:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.5,0.01784,0.0029473,121.235,0.2287,0,OK,0.72209,0.01401666667,0.004464216667,123.6428333,0.3023883333,2.962609864,0.1793,LOW,0.02515230115,0
2025-09-02 18:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.31,0.02141,0.0038689,119.059,0.4648,0,OK,0.7435,0.01498166667,0.004312433333,122.9721667,0.3235416667,2.958051682,0.1788,LOW,0.02508216088,0
2025-09-02 19:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.17,0.01377,0.0042386,122.372,0.37511,0,OK,0.75727,0.015245,0.0042995,123.0673333,0.3069716667,2.927091106,0.1754,LOW,0.02460520703,0
2025-09-02 20:00:00,STN-01,Bench-1,34.02931,74.820958,1035,1.54,0.00522,0.0035102,127.968,0.39929,0,OK,0.76249,0.01477166667,0.004095866667,123.7756667,0.3083116667,2.926680742,0.1754,LOW,0.02460520703,0
2025-09-02 21:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.85,0.01888,0.0046564,118.912,0.36904,0,OK,0.78137,0.01601333333,0.004047333333,123.1183333,0.33248,2.947240121,0.1776,LOW,0.02491382423,0
2025-09-02 22:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.66,0.02655,0.0037214,128.594,0.64067,0,OK,0.80792,0.01727833333,0.0038238,123.0233333,0.412935,3.083702106,0.1923,LOW,0.02697594819,0
2025-09-02 23:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.12,0.01023,0.0036516,120.953,0.02872,0,OK,0.81815,0.01601,0.003941183333,122.9763333,0.379605,3.022744076,0.1857,LOW,0.02605009662,1
2025-09-03 0:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.23,0.01865,0.0039008,124.494,0.68336,0,OK,0.8368,0.01555,0.0039465,123.8821667,0.4160316667,3.138504985,0.1982,LOW,0.02780360339,0
2025-09-03 1:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.51,0.01475,0.0049536,122.736,0.54237,0,OK,0.85155,0.01571333333,0.004065666667,123.9428333,0.4439083333,3.219850227,0.207,LOW,0.02903807216,0
2025-09-03 2:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.16,0.01426,0.0040235,119.25,0.51032,0,OK,0.86581,0.01722,0.004151216667,122.4898333,0.4624133333,3.215393273,0.2066,LOW,0.02898195994,0
2025-09-03 3:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.07,0.01233,0.0055181,122.229,0.32911,0,OK,0.87814,0.01612833333,0.004294833333,123.0426667,0.4557583333,3.242975227,0.2095,LOW,0.02938877351,0
2025-09-03 4:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.43,0.01744,0.0044411,125.626,0.29975,0,OK,0.89558,0.01461,0.004414783333,122.548,0.3989383333,3.111250379,0.1953,LOW,0.02739678982,1
2025-09-03 5:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.08,0.00972,0.0030366,123.944,0.38245,0,OK,0.9053,0.014525,0.004312283333,123.0465,0.4578933333,3.24080497,0.2093,LOW,0.0293607174,0
2025-09-03 6:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.09,0.0174,0.0022368,127.992,0.57153,0,OK,0.9227,0.01431666667,0.00403495,123.6295,0.439255,3.182541136,0.203,LOW,0.02847694999,0
2025-09-03 7:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.31,0.02091,0.0043132,124.168,0.50503,0,OK,0.94361,0.01534333333,0.003928216667,123.8681667,0.4330316667,3.169403288,0.2016,LOW,0.02828055723,0
2025-09-03 8:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.11,0.01828,0.0034008,126.746,0.62788,0,OK,0.96189,0.01601333333,0.003824433333,125.1175,0.452625,3.254751833,0.2108,LOW,0.02957113822,0
2025-09-03 9:00:00,STN-01,Bench-1,34.02931,74.820958,1035,1.01,0.01683,0.0034162,127.768,0.356,0,OK,0.97872,0.01676333333,0.003474116667,126.0406667,0.4571066667,3.254574788,0.2108,LOW,0.02957113822,0
2025-09-03 10:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.03,0.01355,0.0041328,116.194,0.25967,0,OK,0.99227,0.016115,0.003422733333,124.4686667,0.4504266667,3.156980909,0.2002,LOW,0.02808416447,0
2025-09-03 11:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.59,0.01877,0.0036685,128.119,0.57019,0,OK,1.01104,0.01762333333,0.00352805,125.1645,0.4817166667,3.280219364,0.2136,LOW,0.02996392373,0
2025-09-03 12:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.16,0.01834,0.003366,119.557,0.51991,0,OK,1.02938,0.01778,0.00371625,123.7586667,0.4731133333,3.229302848,0.2081,LOW,0.02919238075,0
2025-09-03 13:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.63,0.00689,0.0051063,123.687,0.36684,0,OK,1.03627,0.01544333333,0.003848433333,123.6785,0.4500816667,3.184421742,0.2032,LOW,0.0285050061,0
2025-09-03 14:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.22,0.01179,0.0043024,115.165,0.19597,0,OK,1.04806,0.01436166667,0.0039987,121.7483333,0.3780966667,2.963071061,0.1793,LOW,0.02515230115,0
2025-09-03 15:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.29,0.01604,0.0052435,124.451,0.59196,0,OK,1.0641,0.01423,0.00430325,121.1955,0.4174233333,3.068466273,0.1907,LOW,0.02675149932,0
2025-09-03 16:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.65,0.01539,0.0055287,119.485,0.2461,0,OK,1.07949,0.01453666667,0.0045359,121.744,0.4151616667,3.127712591,0.1971,LOW,0.02764929479,0
2025-09-03 17:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-1.03,0.00944,0.0030161,119.546,0.45347,0,OK,1.08893,0.01298166667,0.004427166667,120.3151667,0.3957083333,2.995186288,0.1828,LOW,0.02564328304,0
2025-09-03 18:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.57,0.01623,0.0041931,120.66,0.55017,0,OK,1.10516,0.01263,0.004565016667,120.499,0.4007516667,3.034079348,0.187,LOW,0.02623246132,0
2025-09-03 19:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.05,0.0119,0.0040945,124.887,0.50789,0,OK,1.11706,0.013465,0.004396383333,120.699,0.42426,3.070566424,0.1909,LOW,0.02677955543,0
2025-09-03 20:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.35,0.01401,0.0033093,124.434,0.4627,0,OK,1.13107,0.013835,0.004230866667,122.2438333,0.468715,3.209878955,0.206,LOW,0.02889779161,0
2025-09-03 21:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.17,0.01277,0.0032433,129.028,0.46768,0,OK,1.14384,0.01329,0.0038975,123.0066667,0.4480016667,3.14444653,0.1989,LOW,0.02790179977,0
2025-09-03 22:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.03,0.01235,0.0053557,121.301,0.25524,0,OK,1.15619,0.01278333333,0.003868666667,123.3093333,0.449525,3.153749773,0.1999,LOW,0.02804208031,0
2025-09-03 23:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-1.28,0.0184,0.0042569,127.227,0.49381,0,OK,1.17459,0.01427666667,0.004075466667,124.5895,0.4562483333,3.268106167,0.2122,LOW,0.02976753097,0
2025-09-04 0:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.54,0.01807,0.0070678,123.753,4.55808,1,OK,1.19266,0.01458333333,0.004554583333,125.105,1.124233333,6.272805152,0.5367,HIGH,0.07528856679,0
2025-09-04 1:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.93,0.01419,0.0039665,127.009,0.34338,0,OK,1.20685,0.014965,0.00453325,125.4586667,1.096815,4.730179076,0.3701,LOW,0.05191782853,0
2025-09-04 2:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.06,0.01703,0.0035046,120.945,0.27875,0,OK,1.22388,0.01546833333,0.0045658,124.8771667,1.066156667,4.647592758,0.3612,LOW,0.0506693317,1
2025-09-04 3:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.06,0.0197,0.0049005,118.088,0.11542,0,OK,1.24358,0.01662333333,0.004842,123.0538333,1.007446667,4.49254497,0.3445,LOW,0.04832664666,0
2025-09-04 4:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.98,0.0189,0.0048829,117.538,0.38323,0,OK,1.26248,0.017715,0.0047632,122.4266667,1.028778333,4.502775894,0.3456,LOW,0.04848095525,0
2025-09-04 5:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-1.27,0.01026,0.0037041,126.366,0.80376,0,OK,1.27274,0.01635833333,0.004671066667,122.2831667,1.080436667,4.581854333,0.3541,LOW,0.04967333986,0
2025-09-04 6:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.05,0.01368,0.0054772,127.08,0.67985,0,OK,1.28642,0.01562666667,0.004405966667,122.8376667,0.434065,3.202872379,0.2052,LOW,0.02878556718,0
2025-09-04 7:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.9,0.01355,0.0037393,126.32,0.6509,0,OK,1.29997,0.01552,0.0043681,122.7228333,0.4853183333,3.298586015,0.2155,LOW,0.03023045676,0
2025-09-04 8:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-1.2,0.01816,0.0045145,118.019,0.595,0,OK,1.31813,0.01570833333,0.004536416667,122.2351667,0.5380266667,3.415167515,0.2281,LOW,0.03199799159,0
2025-09-04 9:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.94,0.01806,0.0040057,123.63,0.16542,0,OK,1.33619,0.015435,0.004387283333,123.1588333,0.54636,3.44915103,0.2318,LOW,0.03251702959,0
2025-09-04 10:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.52,0.01929,0.0039304,114.718,0.53887,0,OK,1.35548,0.0155,0.004228533333,122.6888333,0.5723,3.457251394,0.2327,LOW,0.03264328208,0
2025-09-04 11:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.06,0.01288,0.0053206,125.058,0.31082,0,OK,1.36836,0.01593666667,0.00449795,122.4708333,0.4901433333,3.32053997,0.2179,LOW,0.03056713006,0
2025-09-04 12:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-1.11,0.01905,0.0030782,125.921,0.39754,0,OK,1.38741,0.01683166667,0.004098116667,122.2776667,0.4430916667,3.154347833,0.2,LOW,0.02805610836,0
2025-09-04 13:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.95,0.0181,0.0052346,120.358,0.31552,0,OK,1.40551,0.01759,0.004347333333,121.284,0.387195,3.036222833,0.1872,LOW,0.02626051743,0
2025-09-04 14:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.1,0.01786,0.0034812,120.696,0.37722,0,OK,1.42337,0.01754,0.004175116667,121.7301667,0.3508983333,2.95242547,0.1782,LOW,0.02499799255,0
2025-09-04 15:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.11,0.00377,0.0032177,127.045,0.25277,0,OK,1.42714,0.01515833333,0.004043783333,122.2993333,0.3654566667,2.973565848,0.1804,LOW,0.02530660974,0
2025-09-04 16:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-1.07,0.01593,0.0048826,127.628,0.47401,0,OK,1.44307,0.01459833333,0.004202483333,124.451,0.3546466667,3.070699879,0.1909,LOW,0.02677955543,0
2025-09-04 17:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.69,0.01587,0.0028322,117.031,0.54437,0,OK,1.45894,0.01509666667,0.00378775,123.1131667,0.3935716667,3.028264439,0.1863,LOW,0.02613426494,0
2025-09-04 18:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.67,0.01049,0.004323,117.303,0.61466,0,OK,1.46943,0.01367,0.003995216667,121.6768333,0.4297583333,3.063603227,0.1902,LOW,0.02668135905,0
2025-09-04 19:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.31,0.02222,0.0034983,120.311,0.37597,0,OK,1.49165,0.01435666667,0.003705833333,121.669,0.4398333333,3.042223333,0.1879,LOW,0.02635871381,0
2025-09-04 20:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.26,0.01299,0.0040012,121.868,0.41703,0,OK,1.50464,0.013545,0.0037925,121.8643333,0.4464683333,3.074032288,0.1913,LOW,0.02683566765,0
2025-09-04 21:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.06,0.00915,0.0046262,132.459,0.32941,0,OK,1.51379,0.01444166667,0.00402725,122.7666667,0.4592416667,3.184811439,0.2032,LOW,0.0285050061,0
2025-09-04 22:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.65,0.02363,0.0043163,124.696,0.42641,0,OK,1.53742,0.015725,0.003932866667,122.278,0.4513083333,3.138537985,0.1983,LOW,0.02781763144,0
2025-09-04 23:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.16,0.01763,0.0020164,121.085,0.48403,0,OK,1.55505,0.01601833333,0.0037969,122.9536667,0.4412516667,3.128136439,0.1971,LOW,0.02764929479,0
2025-09-05 0:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.54,0.00957,0.0037843,112.947,0.56714,0,OK,1.56462,0.015865,0.003707116667,122.2276667,0.4333316667,3.063219106,0.1901,LOW,0.026667331,0
2025-09-05 1:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.7,0.02281,0.0042892,128.681,0.28052,0,OK,1.58743,0.01596333333,0.003838933333,123.6226667,0.4174233333,3.114901364,0.1957,LOW,0.02745290203,0
2025-09-05 2:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.15,0.01348,0.0045005,123.475,0.62948,0,OK,1.60091,0.016045,0.00392215,123.8905,0.4528316667,3.215237773,0.2065,LOW,0.02896793189,0
2025-09-05 3:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.02,0.01693,0.0022287,108.005,0.16522,0,OK,1.61784,0.01734166667,0.003522566667,119.8148333,0.4254666667,2.916360364,0.1743,LOW,0.02445089844,0
2025-09-05 4:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.03,0.01848,0.0028588,118.98,0.48755,0,OK,1.63632,0.01648333333,0.00327965,118.8621667,0.4356566667,2.850439667,0.1671,LOW,0.02344087854,0
2025-09-05 5:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.22,0.01666,0.0042736,121.503,0.23833,0,OK,1.65298,0.01632166667,0.00365585,118.9318333,0.3947066667,2.826833333,0.1646,LOW,0.02309017718,0
2025-09-05 6:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.29,0.00739,0.0042329,119.345,0.45508,0,OK,1.66037,0.01595833333,0.003730616667,119.9981667,0.37603,2.845864697,0.1666,LOW,0.02337073827,0
2025-09-05 7:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.27,0.01099,0.0041022,125.081,0.39425,0,OK,1.67136,0.01398833333,0.00369945,119.3981667,0.394985,2.841590803,0.1662,LOW,0.02331462605,0
2025-09-05 8:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.28,0.01512,0.002962,125.352,0.3567,0,OK,1.68648,0.01426166667,0.003443033333,119.711,0.3495216667,2.720950833,0.1532,LOW,0.02149097901,0
2025-09-05 9:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.85,0.01674,0.0018893,113.487,0.64554,0,OK,1.70322,0.01423,0.003386466667,120.6246667,0.429575,2.92135247,0.1748,LOW,0.02452103871,0
2025-09-05 10:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.76,0.02051,0.0048082,109.271,0.08797,0,OK,1.72373,0.01456833333,0.003711366667,119.0065,0.3629783333,2.761960439,0.1576,LOW,0.02210821339,0
2025-09-05 11:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.13,0.01851,0.0034753,123.883,0.37347,0,OK,1.74224,0.01487666667,0.003578316667,119.4031667,0.3855016667,2.807851742,0.1625,LOW,0.02279558805,0
2025-09-05 12:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.54,0.02079,0.0024262,117.684,0.50977,0,OK,1.76303,0.01711,0.0032772,119.1263333,0.3946166667,2.779631242,0.1595,LOW,0.02237474642,0
2025-09-05 13:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.67,0.0196,0.0056971,119.028,0.79165,0,OK,1.78263,0.018545,0.003543016667,118.1175,0.46085,2.924005848,0.1751,LOW,0.02456312287,0
2025-09-05 14:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.19,0.01302,0.0041854,120.421,0.1839,0,OK,1.79565,0.018195,0.003746916667,117.2956667,0.43205,2.856693788,0.1678,LOW,0.02353907492,0
2025-09-05 15:00:00,STN-01,Bench-1,34.02931,74.820958,1035,0.52,0.02072,0.0039295,124.404,0.58999,0,FAULT,1.81637,0.01885833333,0.00408695,119.1151667,0.4227916667,2.978341167,0.181,LOW,0.02539077807,0
2025-09-05 16:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-1.27,0.01833,0.0047711,121.075,0.7048,0,OK,1.8347,0.018495,0.004080766667,121.0825,0.5255966667,3.280486576,0.2136,LOW,0.02996392373,0
2025-09-05 17:00:00,STN-01,Bench-1,34.02931,74.820958,1035,-0.43,0.01493,0.0055834,125.514,0.632,0,OK,1.84963,0.01789833333,0.004432116667,121.3543333,0.568685,3.435964136,0.2304,LOW,0.03232063683,0
